,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,result,rsi6,roc6,sma6,ema6,wma6,tema6,william6,cci6,cmo6,macd6,macdsignal6,macdhist6,ppo6,parabolicsar6,rsi7,roc7,sma7,ema7,wma7,tema7,william7,cci7,cmo7,macd7,macdsignal7,macdhist7,ppo7,parabolicsar7,rsi8,roc8,sma8,ema8,wma8,tema8,william8,cci8,cmo8,macd8,macdsignal8,macdhist8,ppo8,parabolicsar8,rsi9,roc9,sma9,ema9,wma9,tema9,william9,cci9,cmo9,macd9,macdsignal9,macdhist9,ppo9,parabolicsar9,rsi10,roc10,sma10,ema10,wma10,tema10,william10,cci10,cmo10,macd10,macdsignal10,macdhist10,ppo10,parabolicsar10,rsi11,roc11,sma11,ema11,wma11,tema11,william11,cci11,cmo11,macd11,macdsignal11,macdhist11,ppo11,parabolicsar11,rsi12,roc12,sma12,ema12,wma12,tema12,william12,cci12,cmo12,macd12,macdsignal12,macdhist12,ppo12,parabolicsar12,rsi13,roc13,sma13,ema13,wma13,tema13,william13,cci13,cmo13,macd13,macdsignal13,macdhist13,ppo13,parabolicsar13,rsi14,roc14,sma14,ema14,wma14,tema14,william14,cci14,cmo14,macd14,macdsignal14,macdhist14,ppo14,parabolicsar14,rsi15,roc15,sma15,ema15,wma15,tema15,william15,cci15,cmo15,macd15,macdsignal15,macdhist15,ppo15,parabolicsar15,rsi16,roc16,sma16,ema16,wma16,tema16,william16,cci16,cmo16,macd16,macdsignal16,macdhist16,ppo16,parabolicsar16,rsi17,roc17,sma17,ema17,wma17,tema17,william17,cci17,cmo17,macd17,macdsignal17,macdhist17,ppo17,parabolicsar17,rsi18,roc18,sma18,ema18,wma18,tema18,william18,cci18,cmo18,macd18,macdsignal18,macdhist18,ppo18,parabolicsar18,rsi19,roc19,sma19,ema19,wma19,tema19,william19,cci19,cmo19,macd19,macdsignal19,macdhist19,ppo19,parabolicsar19,rsi20,roc20,sma20,ema20,wma20,tema20,william20,cci20,cmo20,macd20,macdsignal20,macdhist20,ppo20,parabolicsar20
118,118,2010-06-24,529.5,532.900024,523.650024,526.025024,453.482605,8597134.0,1,0.0,0.5565435438903278,0.0,0.0,0.0,0.0,0.001649702228747711,0.13412079119718892,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5323589092168863,0.0,0.0,0.0,0.0,0.001649702228747711,0.11716185228566244,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5401290067142881,0.0,0.0,0.0,0.0,0.001649702228747711,0.1042116897899929,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5914512430506293,0.0,0.0,0.0,0.0,0.001649702228747711,0.10269396373954501,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6804361812692808,0.0,0.0,0.0,0.0,0.019449989276935514,0.2861903426431529,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.699836679479354,0.0,0.0,0.0,0.0,0.03832258277380933,0.4202616427734794,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7229490077041094,0.0,0.0,0.0,0.0,0.051223254202616426,0.7921045251332135,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.698417935562631,0.0,0.0,0.0,0.0,0.062127785934638795,0.8089149908441526,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6367850602966164,0.0,0.0,0.0,0.0,0.062127785934638795,0.8156622729597308,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6379893429236023,0.0,0.0,0.0,0.0,0.062127785934638795,0.8196050612864378,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6901694244188924,0.0,0.0,0.0,0.0,0.062127785934638795,0.8235643466354323,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6914396951350281,0.0,0.0,0.0,0.0,0.062127785934638795,0.8294207895474867,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5941402576834881,0.0,0.0,0.0,0.0,0.062127785934638795,0.834270914100005,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6204200141874392,0.0,0.0,0.0,0.0,0.062127785934638795,0.8368774436214264,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6615305937278321,0.0,0.0,0.0,0.0,0.062127785934638795,0.8404408004355214,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125
119,119,2010-06-25,525.0,534.0,521.5,531.474976,458.18096900000006,9292100.0,0,0.0,0.5491363808832506,0.0,0.0,0.0,0.0,0.0034973687249451476,0.28487058086015477,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.589537588465282,0.0,0.0,0.0,0.0,0.0034973687249451476,0.26205519903657387,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5649735222792286,0.0,0.0,0.0,0.0,0.0034973687249451476,0.2453437154593596,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5729580810663675,0.0,0.0,0.0,0.0,0.0034973687249451476,0.2307108566903674,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6235214543774849,0.0,0.0,0.0,0.0,0.0034973687249451476,0.22638863685104837,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7047033010541597,0.0,0.0,0.0,0.0,0.023970173383704243,0.33733111173433195,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7222231387234604,0.0,0.0,0.0,0.0,0.04640612369467311,0.773347410792352,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7415906428889586,0.0,0.0,0.0,0.0,0.06201230677862646,0.8090634640447399,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7205074484055628,0.0,0.0,0.0,0.0,0.07342824620156062,0.8173119751884785,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6663147301912005,0.0,0.0,0.0,0.0,0.07342824620156062,0.8232344061896828,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6676674860187736,0.0,0.0,0.0,0.0,0.07342824620156062,0.8275566260290018,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7140406156688718,0.0,0.0,0.0,0.0,0.07342824620156062,0.8319778280020457,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7151789102067077,0.0,0.0,0.0,0.0,0.07342824620156062,0.8365969942425392,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6261939719880562,0.0,0.0,0.0,0.0,0.07342824620156062,0.8408697230149957,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6516323803553459,0.0,0.0,0.0,0.0,0.07342824620156062,0.8444660738736658,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125
120,120,2010-06-28,537.0,546.0,532.575012,545.075012,469.905457,14388236.0,2,0.0,0.6745797383572265,0.0,0.0,0.0,0.0,0.010525100219410397,0.9751224903904845,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.628816998531765,0.0,0.0,0.0,0.0,0.010525100219410397,0.982397677219262,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6652754177870894,0.0,0.0,0.0,0.0,0.010525100219410397,0.98378342709141,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6439777620139565,0.0,0.0,0.0,0.0,0.010525100219410397,0.9862909744791065,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.650807529240972,0.0,0.0,0.0,0.0,0.010525100219410397,0.9877427124404045,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6930729003414884,0.0,0.0,0.0,0.0,0.010525100219410397,0.9887820248445156,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7511094247488328,0.0,0.0,0.0,0.0,0.04300773710345283,0.9856805846544698,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7623438969266048,0.0,0.0,0.0,0.0,0.07768447795172971,0.9633106224326509,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7735288780375142,0.0,0.0,0.0,0.0,0.0970024910503654,0.9375422736196116,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7613705726116436,0.0,0.0,0.0,0.0,0.10883085603048649,0.9212432155995842,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7249946384677566,0.0,0.0,0.0,0.0,0.10883085603048649,0.9155022518435423,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7257040104261181,0.0,0.0,0.0,0.0,0.10883085603048649,0.9188676443901875,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7572298200174868,0.0,0.0,0.0,0.0,0.10883085603048649,0.9227774386723196,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7579886830427108,0.0,0.0,0.0,0.0,0.10883085603048649,0.923618786808981,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6950360459936982,0.0,0.0,0.0,0.0,0.10883085603048649,0.9264232805978521,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125
121,121,2010-06-29,545.5,545.5,532.099976,533.724976,460.120667,6498152.0,0,0.0,0.5796888661596582,0.0,0.0,0.0,0.0,0.0052625501097051984,0.8690301400597192,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6133097975815366,0.0,0.0,0.0,0.0,0.0052625501097051984,0.8842238975864857,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5627629212927067,0.0,0.0,0.0,0.0,0.0052625501097051984,0.9006219377402379,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6029991586518634,0.0,0.0,0.0,0.0,0.0052625501097051984,0.9024861012587228,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5782041341537852,0.0,0.0,0.0,0.0,0.0052625501097051984,0.9141494960159691,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5862051899632117,0.0,0.0,0.0,0.0,0.0052625501097051984,0.925449956282891,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6365046109177294,0.0,0.0,0.0,0.0,0.0052625501097051984,0.9330055924905555,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7139581305574344,0.0,0.0,0.0,0.0,0.028226405133873336,0.9270336704224887,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7302571885774618,0.0,0.0,0.0,0.0,0.05251002194103964,0.9071547585660789,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7478430143359124,0.0,0.0,0.0,0.0,0.06900704422851675,0.890740221390039,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7288549416830262,0.0,0.0,0.0,0.0,0.08076942111948793,0.8815678769982018,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6776811785472722,0.0,0.0,0.0,0.0,0.08076942111948793,0.8794397611231173,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6790669284194203,0.0,0.0,0.0,0.0,0.08076942111948793,0.8828381477143376,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.722833528548097,0.0,0.0,0.0,0.0,0.08076942111948793,0.88648398963987,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7236088885956085,0.0,0.0,0.0,0.0,0.08076942111948793,0.8883316561360675,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125
122,122,2010-06-30,530.0,546.974976,528.75,544.924988,469.776123,12177820.0,2,0.0,0.6491578270122242,0.0,0.0,0.0,0.0,0.01164689773495884,0.8744741574145867,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6444066845934309,0.0,0.0,0.0,0.0,0.01164689773495884,0.891565072504413,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6737053961759902,0.0,0.0,0.0,0.0,0.01164689773495884,0.9079136215913027,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6279756503951037,0.0,0.0,0.0,0.0,0.01164689773495884,0.9231403731626442,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6644505666727156,0.0,0.0,0.0,0.0,0.01164689773495884,0.9318013098635696,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6430869228104327,0.0,0.0,0.0,0.0,0.01164689773495884,0.9428543147961793,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6499826781265982,0.0,0.0,0.0,0.0,0.01164689773495884,0.9521256413217414,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6925284986060016,0.0,0.0,0.0,0.0,0.01164689773495884,0.9591698698384942,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7507794843030833,0.0,0.0,0.0,0.0,0.045003876800237555,0.9540227988848013,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7619314713694179,0.0,0.0,0.0,0.0,0.07984558787138922,0.9364369731263507,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7731824405694772,0.0,0.0,0.0,0.0,0.09832225283336357,0.9161786297573288,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7609251530098817,0.0,0.0,0.0,0.0,0.11020010888034709,0.9032614613062342,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7244832307768447,0.0,0.0,0.0,0.0,0.11020010888034709,0.8978009469290793,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7251266146460564,0.0,0.0,0.0,0.0,0.11020010888034709,0.9001930151607634,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7568008974380125,0.0,0.0,0.0,0.0,0.11020010888034709,0.9027500536153225,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125
123,123,2010-07-01,542.0,543.174988,533.25,538.125,463.913879,6085298.0,2,0.0,0.6261114868766188,0.0,0.0,0.0,0.0,0.008149529010013692,0.8251975518418926,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6113136578847518,0.0,0.0,0.0,0.0,0.008149529010013692,0.836415526997377,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6060676047973341,0.0,0.0,0.0,0.0,0.008149529010013692,0.8458353267235263,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6385502416813765,0.0,0.0,0.0,0.0,0.008149529010013692,0.8557665341405877,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5888612105514954,0.0,0.0,0.0,0.0,0.008149529010013692,0.8661596581816982,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6282396027517033,0.0,0.0,0.0,0.0,0.008149529010013692,0.8742102050579871,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6045498787468861,0.0,0.0,0.0,0.0,0.008149529010013692,0.8838609630961611,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.612253988155138,0.0,0.0,0.0,0.0,0.008149529010013692,0.8934952241120477,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6598643944767969,0.0,0.0,0.0,0.0,0.008149529010013692,0.9025685863701601,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7302901826220367,0.0,0.0,0.0,0.0,0.035006681294026426,0.9074187109226785,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7444281307224047,0.0,0.0,0.0,0.0,0.06390946434168633,0.9005724466733754,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.759621888249171,0.0,0.0,0.0,0.0,0.08142930201098701,0.8886450995595295,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7432568421399938,0.0,0.0,0.0,0.0,0.09335664912483296,0.8811554514410149,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6977085636042695,0.0,0.0,0.0,0.0,0.09335664912483296,0.8775920946269199,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6986323968523681,0.0,0.0,0.0,0.0,0.09335664912483296,0.8800336539254665,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125
124,124,2010-07-02,538.0,541.974976,532.650024,534.474976,460.767212,5005416.0,0,0.0,0.6243133114472837,0.0,0.0,0.0,0.0,0.0064833297589785045,0.36336341290397084,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6052592507052477,0.0,0.0,0.0,0.0,0.0064833297589785045,0.7928468911361499,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5899005229556065,0.0,0.0,0.0,0.0,0.0064833297589785045,0.8081066367520663,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5840770740881271,0.0,0.0,0.0,0.0,0.0064833297589785045,0.8136496362406586,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6175000412425558,0.0,0.0,0.0,0.0,0.0064833297589785045,0.8186152399491892,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5672501113549004,0.0,0.0,0.0,0.0,0.0064833297589785045,0.8241912334823565,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6073543725357573,0.0,0.0,0.0,0.0,0.0064833297589785045,0.8284309682102381,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5831697378623159,0.0,0.0,0.0,0.0,0.0064833297589785045,0.8354422026824159,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5907253740699804,0.0,0.0,0.0,0.0,0.0064833297589785045,0.8416780771070822,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6407938367124734,0.0,0.0,0.0,0.0,0.0064833297589785045,0.8485243413563852,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7169605886137552,0.0,0.0,0.0,0.0,0.030799940610719764,0.8601877361136315,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7331771615223452,0.0,0.0,0.0,0.0,0.05630433706715938,0.8642954946632133,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7500206212778594,0.0,0.0,0.0,0.0,0.0729993236220862,0.8628602537242028,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7318409027170596,0.0,0.0,0.0,0.0,0.0850421498919445,0.8602537242027813,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6816239668739792,0.0,0.0,0.0,0.0,0.0850421498919445,0.8598083046010195,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125
125,125,2010-07-05,535.0,536.575012,531.349976,534.150024,460.487061,2925642.0,0,0.0,0.5904449246910932,0.0,0.0,0.0,0.0,0.0007423660029364699,0.15051883135094116,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6225151360179487,0.0,0.0,0.0,0.0,0.006301862513816256,0.3002293086097959,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6032961050530379,0.0,0.0,0.0,0.0,0.006301862513816256,0.34597555141297,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5877724070805219,0.0,0.0,0.0,0.0,0.006301862513816256,0.35980005608987575,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5824108748370919,0.0,0.0,0.0,0.0,0.006301862513816256,0.37184288235973406,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6158008479469456,0.0,0.0,0.0,0.0,0.006301862513816256,0.3874655624659749,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5652044805912533,0.0,0.0,0.0,0.0,0.006301862513816256,0.423049639540063,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.60544071795041,0.0,0.0,0.0,0.0,0.006301862513816256,0.41272250358810236,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5810416219872313,0.0,0.0,0.0,0.0,0.006301862513816256,0.525364171766996,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5888117194846331,0.0,0.0,0.0,0.0,0.006301862513816256,0.6590230463401356,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6390286553277134,0.0,0.0,0.0,0.0,0.006301862513816256,0.7513403830608575,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7157233119421944,0.0,0.0,0.0,0.0,0.030470000164970222,0.8070013362588053,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7319728788953593,0.0,0.0,0.0,0.0,0.05561146213108534,0.8216341950277974,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7490967880297607,0.0,0.0,0.0,0.0,0.07219096952999983,0.830262137684148,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7305541349786363,0.0,0.0,0.0,0.0,0.08413481366613326,0.8343533992114424,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125
126,126,2010-07-06,532.75,540.950012,532.75,536.950012,462.90094000000005,4231080.0,0,0.0,0.5270633650626062,0.0,0.0,0.0,0.0,0.0010063183595361038,0.36097134467228664,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6070079350677203,0.0,0.0,0.0,0.0,0.0010063183595361038,0.33812296880413084,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6385172476368015,0.0,0.0,0.0,0.0,0.0075886302522394705,0.7526271507992808,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6189517792038537,0.0,0.0,0.0,0.0,0.0075886302522394705,0.8098883151591137,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6044673936354488,0.0,0.0,0.0,0.0,0.0075886302522394705,0.8181368263028523,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5993368197040434,0.0,0.0,0.0,0.0,0.0075886302522394705,0.823795304947457,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.631753468498936,0.0,0.0,0.0,0.0,0.0075886302522394705,0.8296682448817988,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5818994671461801,0.0,0.0,0.0,0.0,0.0075886302522394705,0.8354916937492782,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6212283682795255,0.0,0.0,0.0,0.0,0.0075886302522394705,0.839698434432585,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5980005608987577,0.0,0.0,0.0,0.0,0.0075886302522394705,0.8463797284590131,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6054242209281224,0.0,0.0,0.0,0.0,0.0075886302522394705,0.852533117772242,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6541894188099048,0.0,0.0,0.0,0.0,0.0075886302522394705,0.8588349802860583,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7259349687381428,0.0,0.0,0.0,0.0,0.03371991355560321,0.8664236105382979,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7410132471088968,0.0,0.0,0.0,0.0,0.06153389313228962,0.8669680122737846,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7566359272151376,0.0,0.0,0.0,0.0,0.07811340053120412,0.8659616939142485,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125
127,127,2010-07-07,537.0,537.400024,525.5,526.775024,454.12915,6280816.0,1,0.0,0.5328208258409357,0.0,0.0,0.0,0.0,0.0016002111618852797,0.11844862002408565,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.47628553046175165,0.0,0.0,0.0,0.0,0.0016002111618852797,0.08631242060808024,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5464308692281044,0.0,0.0,0.0,0.0,0.0016002111618852797,0.07194351419568767,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.578715541844697,0.0,0.0,0.0,0.0,0.00382730917069469,0.17595723971823085,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5589191150997245,0.0,0.0,0.0,0.0,0.00382730917069469,0.24560766781595922,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5436593694838082,0.0,0.0,0.0,0.0,0.00382730917069469,0.2666743652770675,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5377534355048914,0.0,0.0,0.0,0.0,0.00382730917069469,0.2655030766946566,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.572215715063431,0.0,0.0,0.0,0.0,0.00382730917069469,0.2611148687661877,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5217348268637511,0.0,0.0,0.0,0.0,0.00382730917069469,0.2579969315538545,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5614101654651336,0.0,0.0,0.0,0.0,0.00382730917069469,0.24639952488575811,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5367306201230678,0.0,0.0,0.0,0.0,0.00382730917069469,0.2532292921127736,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5446656878433442,0.0,0.0,0.0,0.0,0.00382730917069469,0.2602405265849514,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.5965323259151724,0.0,0.0,0.0,0.0,0.00382730917069469,0.26756520448059123,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.6839500470165135,0.0,0.0,0.0,0.0,0.023194813336192818,0.3106884207400564,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125,0.0,0.7032185690482868,0.0,0.0,0.0,0.0,0.04330468350462741,0.34922546480360295,0.0,0.0,-12345.0,-12345.0,0.0,0.9999835029777125
